,Gen,Price,Mismatch,LogP,Num_TF,Num_VI,Num_NT,Mean_TF,Mean_VI,Mean_NT,Mean_W,Wealth_TF,Wealth_VI,Wealth_NT,MeanF,Div,RDiv,Rep
75,75,2306.729359634965,13.530155193590417,3.3629966432805296,90,10,0,6.533333333333333,14.8,0.0,19929.113013315164,22143.458903683517,0.0,0.0,-138.09471546451888,0.9985415165440071,0.49786188118909186,22
76,76,2346.1030283147134,-77.47351152074143,3.3703470800924147,93,7,0,6.516129032258065,15.0,0.0,20253.73088402229,21778.20525163687,0.0,0.0,-139.5692010285581,0.9947681474033716,-1.0205894450104702,10
77,77,2339.480915568885,46.30513391541836,3.369119506763963,94,5,1,6.531914893617022,17.6,13.0,20209.01066263935,21498.947513446117,0.0,0.0,-138.1123733623231,0.9932449249043541,-0.4259179750762747,7
78,78,2433.0185648633837,7.89551337732064e-06,3.386145422776673,96,4,0,6.541666666666667,17.0,0.0,20966.397017806234,21839.99689354816,0.0,0.0,-143.00780066285432,0.9965613073903132,0.8626081414301418,6
79,79,2621.989060233186,-9.61896370049271,3.4186308753440455,99,0,1,6.545454545454546,0.0,18.0,22488.276465858933,22715.430773594882,0.0,0.0,-153.90792904688715,0.9935367984821383,-0.8237626327243053,4
80,80,2993.9176585035602,-36.305899492487924,3.476239851802194,74,21,5,6.472972972972973,15.571428571428571,14.6,25459.700423809223,34405.000572715166,0.0,0.0,-176.26687907735663,0.993512096637937,-0.02736962999226182,41
81,81,2235.6460961038706,-8.091072843317285,3.349403055621431,89,8,3,6.348314606741573,16.125,15.0,19828.06928916734,22278.729538390267,0.0,0.0,-130.35482184509306,0.9951126865497224,0.40545007939287725,26
82,82,2070.7137198908736,-6.109529525843982e-06,3.316120061005622,97,1,2,6.278350515463917,17.0,15.0,18450.900104238182,19021.54649921462,0.0,0.0,-118.43768275027139,0.9953999855471823,0.05559386842260006,11
83,83,2213.365277212882,-22.503657641270696,3.345053092547681,100,0,0,6.26,0.0,0.0,19659.852300952498,19659.852300952498,0.0,0.0,-127.05831704162148,1.0001722869287977,1.2476756099888011,3
84,84,2505.7912416851423,-46.810545746577034,3.3989448869451806,82,11,7,6.609756097560975,16.818181818181817,15.0,22073.220405682958,26918.56147034507,0.0,0.0,-145.13235708151197,1.0081692836942298,2.0946503833375383,41
85,85,2112.190443045143,34.17455253075016,3.324733073253281,89,8,3,6.561797752808989,16.75,17.333333333333332,19014.037033772256,21364.086554800288,0.0,0.0,-119.80189728483215,1.0082780451967366,0.007750796349176105,18
86,86,1942.2319208419563,37.093036135990005,3.288301087532895,95,5,0,6.536842105263158,16.0,0.0,17583.78411358039,18509.24643534778,0.0,0.0,-107.54854756604759,1.0073830321347104,-0.2556456869859958,11
87,87,2003.0573353373643,11.695935853621041,3.301693380678628,98,2,0,6.469387755102041,15.0,0.0,18108.189316488424,18477.744200498393,0.0,0.0,-110.84384417292713,1.0094869927620815,0.5317843513379462,5
88,88,2233.295657913226,-48.7264474949791,3.3489462215490433,99,1,0,6.505050505050505,18.0,0.0,20067.217930999414,20269.91710201961,0.0,0.0,-125.45394317107065,1.009005150886357,-0.14707693095265814,2
89,89,2403.2634133325582,42.917517205469665,3.3808013749183923,100,0,0,6.48,0.0,0.0,21515.596237722006,21515.596237722006,0.0,0.0,-135.91180227084442,1.013856185824451,1.2512169542677447,1
90,90,2689.090298618252,-5.980069288683509,3.429605385909873,82,12,6,6.463414634146342,14.916666666666666,16.0,23886.81142243803,29130.2578322415,0.0,0.0,-153.58315103795087,1.0049844759207758,-2.335946219901765,41
91,91,2304.5366603707434,20.56449224223411,3.362583621234711,90,7,3,6.433333333333334,14.428571428571429,16.666666666666668,20875.040193869077,23194.489104298977,0.0,0.0,-128.56068489036727,1.0050284370046967,-0.00921829873445348,18
92,92,2258.06649652813,-33.33534032296666,3.3537367270707943,98,1,1,6.428571428571429,17.0,16.0,20495.007693851072,20913.27315699089,0.0,0.0,-124.54020117004457,1.012945457026359,2.0633748888713472,10
93,93,2436.3068470616154,28.733688823132425,3.3867319857643188,99,1,0,6.404040404040404,15.0,0.0,21998.049318754496,22220.251837125754,0.0,0.0,-135.43740289633217,1.0129365321050259,-0.02312275595724601,2
94,94,2679.875359255627,16.529425096895384,3.4281145955040535,99,1,0,6.404040404040404,16.0,0.0,24047.81422004999,24290.72143439393,0.0,0.0,-150.57036725971906,1.0097683078750102,-0.8483196198390832,1
95,95,3028.3685716872683,-38.88715655345926,3.4812087304412733,83,14,3,6.337349397590361,16.571428571428573,18.333333333333332,26911.641441282518,32423.66438708737,0.0,0.0,-172.01977678019063,1.0083465804856309,-0.39330649182819233,41
96,96,2677.437184392712,10.45976926357477,3.4277192905994545,90,8,2,6.355555555555555,13.625,15.5,24195.70202640725,26884.11336267472,0.0,0.0,-149.19014936963325,1.0077809291764221,-0.16921010381341786,17
97,97,2564.712363744028,17.411747151667967,3.4090386654153138,94,4,2,6.319148936170213,17.5,17.0,23281.576687738576,24767.634774189974,0.0,0.0,-140.78452629783544,1.0069140973818205,-0.24836303994178988,10
98,98,2617.718947348917,26.02882588129657,3.417923016482212,96,4,0,6.333333333333333,16.5,0.0,23724.45367478189,24712.972577897803,0.0,0.0,-143.1725996273637,1.0022961864081874,-1.234186492314878,6
99,99,2995.638729001766,-127.94636497888067,3.476489436710508,74,20,6,6.378378378378378,15.4,15.0,26783.829307962165,36194.363929678606,0.0,0.0,-166.63891460073722,1.0047981494604545,0.6396490862722876,43
